team,player1,player2,p1_pos,p2_pos,co_games,joi90,jdi90,offensive,defensive
Switzerland,Jonas Omlin,Noah Okafor,Substitute,Right Wing,3,0.0,-2.484202,0.0,4.9125
Switzerland,Jonas Omlin,Remo Freuler,Substitute,Right Defensive Midfield,4,0.0,-2.661702,0.0,4.3604
Switzerland,Jonas Omlin,Renato Steffen,Substitute,Substitute,3,0.0,-2.536496,0.0,4.7499
Switzerland,Jonas Omlin,Ricardo Iván Rodríguez Araya,Substitute,Left Back,4,0.0,-2.558861,0.0,4.6803
Switzerland,Jonas Omlin,Ruben Vargas,Substitute,Left Wing,4,0.0,-2.401729,0.0,5.1691
Switzerland,Jonas Omlin,Silvan Widmer,Substitute,Right Back,3,0.0,-2.364761,0.0,5.2841
Switzerland,Jonas Omlin,Xherdan Shaqiri,Substitute,Right Wing,4,0.0,-2.393848,0.0,5.1936
Switzerland,Manuel Obafemi Akanji,Michel Aebischer,Right Center Back,Substitute,4,0.005578,-2.823085,0.2032,3.8583
Switzerland,Manuel Obafemi Akanji,Noah Okafor,Right Center Back,Right Wing,3,0.007294,-2.963345,0.2658,3.422
Switzerland,Manuel Obafemi Akanji,Renato Steffen,Right Center Back,Substitute,3,0.019001,-3.136421,0.6924,2.8836
Switzerland,Michel Aebischer,Noah Okafor,Substitute,Right Wing,3,0.0,-2.484202,0.0,4.9125
Switzerland,Michel Aebischer,Remo Freuler,Substitute,Right Defensive Midfield,4,0.0,-2.672417,0.0,4.327
Switzerland,Michel Aebischer,Renato Steffen,Substitute,Substitute,3,0.0,-2.550782,0.0,4.7054
Switzerland,Michel Aebischer,Ricardo Iván Rodríguez Araya,Substitute,Left Back,4,0.0,-2.569576,0.0,4.647
Switzerland,Michel Aebischer,Ruben Vargas,Substitute,Left Wing,4,0.0,-2.412444,0.0,5.1358
Switzerland,Michel Aebischer,Silvan Widmer,Substitute,Right Back,3,0.023956,-2.379048,0.873,5.2396
Switzerland,Michel Aebischer,Xherdan Shaqiri,Substitute,Right Wing,4,0.0,-2.404563,0.0,5.1603
Switzerland,Noah Okafor,Remo Freuler,Right Wing,Right Defensive Midfield,3,0.045896,-2.872275,1.6724,3.7053
Switzerland,Noah Okafor,Renato Steffen,Right Wing,Substitute,2,0.0,-2.767995,0.0,4.0297
Switzerland,Noah Okafor,Ruben Vargas,Right Wing,Left Wing,3,0.020547,-2.620959,0.7487,4.4871
Switzerland,Noah Okafor,Silvan Widmer,Right Wing,Right Back,2,0.072667,-2.417332,2.648,5.1206
Switzerland,Noah Okafor,Xherdan Shaqiri,Right Wing,Right Wing,3,0.0,-2.68821,0.0,4.2779
Switzerland,Remo Freuler,Renato Steffen,Right Defensive Midfield,Substitute,3,0.031361,-2.976467,1.1428,3.3812
Switzerland,Renato Steffen,Ricardo Iván Rodríguez Araya,Substitute,Left Back,3,-0.000787,-2.860384,0.0,3.7423
Switzerland,Renato Steffen,Ruben Vargas,Substitute,Left Wing,3,0.0,-2.665009,0.0,4.3501
Switzerland,Renato Steffen,Silvan Widmer,Substitute,Right Back,2,0.120567,-2.720002,4.3935,4.179
Switzerland,Renato Steffen,Xherdan Shaqiri,Substitute,Right Wing,3,0.0,-2.635831,0.0,4.4408
Switzerland,Ruben Vargas,Silvan Widmer,Left Wing,Right Back,3,0.250637,-2.539511,9.1333,4.7405
Switzerland,Manuel Obafemi Akanji,Nico Elvedi,Right Center Back,Left Center Back,3,0.593341,-3.431138,10.0,1.9668
Switzerland,Nico Elvedi,Ricardo Iván Rodríguez Araya,Left Center Back,Left Back,3,0.466972,-3.215493,10.0,2.6376
Switzerland,Nico Elvedi,Yann Sommer,Left Center Back,Goalkeeper,3,0.465931,-3.020395,10.0,3.2445
Switzerland,Granit Xhaka,Nico Elvedi,Left Defensive Midfield,Left Center Back,3,0.324253,-3.220457,10.0,2.6222
Switzerland,Manuel Obafemi Akanji,Yann Sommer,Right Center Back,Goalkeeper,3,0.478489,-3.12876,10.0,2.9074
Switzerland,Remo Freuler,Yann Sommer,Right Defensive Midfield,Goalkeeper,3,0.047821,-2.925374,1.7426,3.5401
Switzerland,Silvan Widmer,Yann Sommer,Right Back,Goalkeeper,2,0.118055,-2.783488,4.302,3.9815
Switzerland,Breel-Donald Embolo,Nico Elvedi,Center Forward,Left Center Back,3,0.0952,-2.807498,3.4691,3.9068
Switzerland,Nico Elvedi,Ruben Vargas,Left Center Back,Left Wing,3,0.035603,-3.022517,1.2974,3.2379
Switzerland,Ricardo Iván Rodríguez Araya,Yann Sommer,Left Back,Goalkeeper,3,0.089938,-2.913114,3.2773,3.5783
Switzerland,Nico Elvedi,Remo Freuler,Left Center Back,Right Defensive Midfield,3,0.295358,-3.227753,10.0,2.5995
Switzerland,Granit Xhaka,Yann Sommer,Left Defensive Midfield,Goalkeeper,3,0.134029,-2.918078,4.884,3.5628
Switzerland,Djibril Sow,Nico Elvedi,Center Attacking Midfield,Left Center Back,3,0.097025,-2.935509,3.5356,3.5086
Switzerland,Fabian Frei,Yann Sommer,Center Attacking Midfield,Goalkeeper,3,0.013333,-2.665245,0.4859,4.3493
Switzerland,Edimilson Fernandes,Yann Sommer,Substitute,Goalkeeper,3,0.055333,-2.6085,2.0164,4.5259
Switzerland,Fabian Frei,Nico Elvedi,Center Attacking Midfield,Left Center Back,3,0.025472,-2.967623,0.9282,3.4087
Switzerland,Nico Elvedi,Renato Steffen,Left Center Back,Substitute,2,0.022592,-3.229042,0.8233,2.5955
Switzerland,Fabian Rieder,Nico Elvedi,Left Wing,Left Center Back,3,0.012667,-2.987896,0.4616,3.3456
Switzerland,Edimilson Fernandes,Nico Elvedi,Substitute,Left Center Back,3,0.011786,-2.910878,0.4295,3.5852
Switzerland,Ardon Jashari,Nico Elvedi,Substitute,Left Center Back,3,0.0,-2.905333,0.0,3.6025
Switzerland,Ardon Jashari,Philipp Köhn,Substitute,Substitute,3,0.0,-2.401546,0.0,5.1697
Switzerland,Ardon Jashari,Yann Sommer,Substitute,Goalkeeper,3,0.0,-2.602954,0.0,4.5431
Switzerland,Breel-Donald Embolo,Philipp Köhn,Center Forward,Substitute,3,0.0,-2.303711,0.0,5.474
Switzerland,Breel-Donald Embolo,Yann Sommer,Center Forward,Goalkeeper,3,0.037121,-2.505119,1.3527,4.8475
Switzerland,Christian Fassnacht,Nico Elvedi,Substitute,Left Center Back,3,0.0,-2.818987,0.0,3.8711
Switzerland,Christian Fassnacht,Philipp Köhn,Substitute,Substitute,3,0.0,-2.3152,0.0,5.4383
Switzerland,Christian Fassnacht,Yann Sommer,Substitute,Goalkeeper,3,0.0,-2.516608,0.0,4.8117
Switzerland,Denis Lemi Zakaria Lako Lado,Nico Elvedi,Substitute,Left Center Back,3,0.0,-2.933504,0.0,3.5148
Switzerland,Denis Lemi Zakaria Lako Lado,Philipp Köhn,Substitute,Substitute,3,0.0,-2.429717,0.0,5.082
Switzerland,Denis Lemi Zakaria Lako Lado,Yann Sommer,Substitute,Goalkeeper,3,0.019667,-2.631125,0.7167,4.4555
Switzerland,Djibril Sow,Philipp Köhn,Center Attacking Midfield,Substitute,3,0.0,-2.431722,0.0,5.0758
Switzerland,Djibril Sow,Yann Sommer,Center Attacking Midfield,Goalkeeper,3,-0.005538,-2.63313,0.0,4.4492
Switzerland,Edimilson Fernandes,Philipp Köhn,Substitute,Substitute,3,0.0,-2.407091,0.0,5.1524
Switzerland,Eray Ervin Cömert,Nico Elvedi,Left Back,Left Center Back,3,0.024082,-3.002456,0.8776,3.3004
Switzerland,Eray Ervin Cömert,Philipp Köhn,Left Back,Substitute,3,0.0,-2.498669,0.0,4.8675
Switzerland,Eray Ervin Cömert,Yann Sommer,Left Back,Goalkeeper,3,0.106667,-2.700077,3.887,4.241
Switzerland,Fabian Frei,Philipp Köhn,Center Attacking Midfield,Substitute,3,0.0,-2.463836,0.0,4.9759
Switzerland,Fabian Lukas Schär,Nico Elvedi,Substitute,Left Center Back,3,0.0,-2.902319,0.0,3.6119
Switzerland,Fabian Lukas Schär,Philipp Köhn,Substitute,Substitute,3,0.0,-2.398532,0.0,5.179
Switzerland,Fabian Lukas Schär,Yann Sommer,Substitute,Goalkeeper,3,0.132667,-2.599941,4.8344,4.5525
Switzerland,Fabian Rieder,Philipp Köhn,Left Wing,Substitute,3,0.0,-2.484109,0.0,4.9128
Switzerland,Fabian Rieder,Yann Sommer,Left Wing,Goalkeeper,3,0.012576,-2.685518,0.4583,4.2863
Switzerland,Granit Xhaka,Philipp Köhn,Left Defensive Midfield,Substitute,3,0.0,-2.71667,0.0,4.1894
Switzerland,Gregor Kobel,Nico Elvedi,Substitute,Left Center Back,3,0.0,-2.818987,0.0,3.8711
Switzerland,Gregor Kobel,Philipp Köhn,Substitute,Substitute,3,0.0,-2.3152,0.0,5.4383
Switzerland,Gregor Kobel,Yann Sommer,Substitute,Goalkeeper,3,0.0,-2.516608,0.0,4.8117
Switzerland,Haris Seferović,Nico Elvedi,Center Forward,Left Center Back,3,0.000667,-2.809852,0.0243,3.8995
Switzerland,Haris Seferović,Philipp Köhn,Center Forward,Substitute,3,0.0,-2.306065,0.0,5.4667
Switzerland,Haris Seferović,Yann Sommer,Center Forward,Goalkeeper,3,0.0,-2.507474,0.0,4.8401
Switzerland,Jonas Omlin,Nico Elvedi,Substitute,Left Center Back,3,0.0,-2.818987,0.0,3.8711
Switzerland,Jonas Omlin,Philipp Köhn,Substitute,Substitute,3,0.0,-2.3152,0.0,5.4383
Switzerland,Jonas Omlin,Yann Sommer,Substitute,Goalkeeper,3,0.0,-2.516608,0.0,4.8117
Switzerland,Manuel Obafemi Akanji,Philipp Köhn,Right Center Back,Substitute,3,0.0,-2.927351,0.0,3.534
Switzerland,Michel Aebischer,Nico Elvedi,Substitute,Left Center Back,3,0.0,-2.833273,0.0,3.8266
Switzerland,Michel Aebischer,Philipp Köhn,Substitute,Substitute,3,0.0,-2.329486,0.0,5.3938
Switzerland,Michel Aebischer,Yann Sommer,Substitute,Goalkeeper,3,0.0,-2.530895,0.0,4.7673
Switzerland,Nico Elvedi,Philipp Köhn,Left Center Back,Substitute,3,0.0,-2.818987,0.0,3.8711
Switzerland,Nico Elvedi,Silvan Widmer,Left Center Back,Right Back,2,0.03528,-3.243702,1.2856,2.5499
Switzerland,Nico Elvedi,Xherdan Shaqiri,Left Center Back,Right Wing,3,0.041654,-3.010005,1.5179,3.2769
Switzerland,Philipp Köhn,Remo Freuler,Substitute,Right Defensive Midfield,3,0.0,-2.723966,0.0,4.1667
Switzerland,Philipp Köhn,Renato Steffen,Substitute,Substitute,2,0.0,-2.795859,0.0,3.943
Switzerland,Philipp Köhn,Ricardo Iván Rodríguez Araya,Substitute,Left Back,3,0.0,-2.711706,0.0,4.2048
Switzerland,Philipp Köhn,Ruben Vargas,Substitute,Left Wing,3,0.0,-2.51873,0.0,4.8051
Switzerland,Philipp Köhn,Silvan Widmer,Substitute,Right Back,2,0.0,-2.488022,0.0,4.9007
Switzerland,Philipp Köhn,Xherdan Shaqiri,Substitute,Right Wing,3,0.0,-2.506218,0.0,4.844
Switzerland,Philipp Köhn,Yann Sommer,Substitute,Goalkeeper,3,0.0,-2.516608,0.0,4.8117
Switzerland,Renato Steffen,Yann Sommer,Substitute,Goalkeeper,2,0.0,-2.924023,0.0,3.5443
Switzerland,Ruben Vargas,Yann Sommer,Left Wing,Goalkeeper,3,0.0,-2.720138,0.0,4.1786
Switzerland,Xherdan Shaqiri,Yann Sommer,Right Wing,Goalkeeper,3,-0.006333,-2.707627,0.0,4.2175
Switzerland,Nico Elvedi,Noah Okafor,Left Center Back,Right Wing,2,0.023113,-2.790211,0.8422,3.9606
Switzerland,Noah Okafor,Philipp Köhn,Right Wing,Substitute,2,0.0,-2.467713,0.0,4.9638
Switzerland,Noah Okafor,Yann Sommer,Right Wing,Goalkeeper,2,0.0,-2.648309,0.0,4.402
Serbia,Andrija Živković,Saša Lukić,Right Wing Back,Left Defensive Midfield,3,0.199988,-2.306564,7.2876,5.4651
Serbia,Nikola Milenković,Saša Lukić,Right Center Back,Left Defensive Midfield,3,0.500343,-2.578334,10.0,4.6197
Serbia,Saša Lukić,Sergej Milinković-Savić,Left Defensive Midfield,Left Attacking Midfield,3,0.27033,-2.40904,9.8509,5.1463
Serbia,Filip Kostić,Strahinja Pavlović,Left Wing Back,Left Center Back,3,0.334808,-2.446501,10.0,5.0298
Serbia,Milos Veljkovic,Strahinja Pavlović,Center Back,Left Center Back,3,0.279298,-2.659249,10.0,4.368
Serbia,Milos Veljkovic,Nikola Milenković,Center Back,Right Center Back,3,0.408998,-2.545025,10.0,4.7233
Serbia,Andrija Živković,Nikola Milenković,Right Wing Back,Right Center Back,3,0.430063,-2.379726,10.0,5.2375
Serbia,Nikola Milenković,Vanja Milinković Savić,Right Center Back,Goalkeeper,3,0.153317,-2.36126,5.5869,5.295
Serbia,Saša Lukić,Strahinja Pavlović,Left Defensive Midfield,Left Center Back,3,0.453077,-2.692558,10.0,4.2644
Serbia,Milos Veljkovic,Saša Lukić,Center Back,Left Defensive Midfield,3,0.244067,-2.471863,8.8939,4.9509
Serbia,Nikola Milenković,Strahinja Pavlović,Right Center Back,Left Center Back,3,0.068228,-2.76572,2.4862,4.0368
Serbia,Dušan Tadić,Strahinja Pavlović,Right Attacking Midfield,Left Center Back,3,0.287536,-2.367898,10.0,5.2743
Serbia,Dušan Tadić,Sergej Milinković-Savić,Right Attacking Midfield,Left Attacking Midfield,3,0.310981,-2.084381,10.0,6.1563
Serbia,Nikola Milenković,Sergej Milinković-Savić,Right Center Back,Left Attacking Midfield,3,0.128646,-2.482202,4.6879,4.9188
Serbia,Filip Kostić,Sergej Milinković-Savić,Left Wing Back,Left Attacking Midfield,3,0.241173,-2.162983,8.7884,5.9118
Serbia,Dušan Tadić,Filip Kostić,Right Attacking Midfield,Left Wing Back,3,0.448466,-1.934455,10.0,6.6227
Serbia,Milos Veljkovic,Vanja Milinković Savić,Center Back,Goalkeeper,3,0.358695,-2.254789,10.0,5.6262
Serbia,Aleksandar Mitrović,Dušan Vlahović,Center Forward,Substitute,3,0.183419,-2.124214,6.6838,6.0324
Serbia,Milos Veljkovic,Sergej Milinković-Savić,Center Back,Left Attacking Midfield,3,0.056545,-2.375731,2.0605,5.25
Serbia,Sergej Milinković-Savić,Strahinja Pavlović,Left Attacking Midfield,Left Center Back,3,0.315733,-2.596427,10.0,4.5634
Serbia,Andrija Živković,Milos Veljkovic,Right Wing Back,Center Back,3,0.142863,-2.273255,5.2059,5.5687
Serbia,Andrija Živković,Dušan Tadić,Right Wing Back,Right Attacking Midfield,3,0.411887,-1.981905,10.0,6.4751
Serbia,Filip Kostić,Saša Lukić,Left Wing Back,Left Defensive Midfield,3,0.120612,-2.259115,4.3951,5.6127
Serbia,Andrija Živković,Sergej Milinković-Savić,Right Wing Back,Left Attacking Midfield,3,0.279066,-2.210433,10.0,5.7642
Serbia,Aleksandar Mitrović,Dušan Tadić,Center Forward,Right Attacking Midfield,3,0.374652,-1.971572,10.0,6.5072
Serbia,Dušan Tadić,Milos Veljkovic,Right Attacking Midfield,Center Back,3,0.094262,-2.147203,3.4349,5.9609
Serbia,Aleksandar Mitrović,Saša Lukić,Center Forward,Left Defensive Midfield,3,0.433828,-2.296231,10.0,5.4973
Serbia,Aleksandar Mitrović,Vanja Milinković Savić,Center Forward,Goalkeeper,3,0.073157,-2.079157,2.6659,6.1725
Serbia,Filip Kostić,Milos Veljkovic,Left Wing Back,Center Back,3,0.020561,-2.225806,0.7492,5.7164
Serbia,Filip Kostić,Nikola Milenković,Left Wing Back,Right Center Back,3,0.019621,-2.332277,0.715,5.3851
Serbia,Sergej Milinković-Savić,Vanja Milinković Savić,Left Attacking Midfield,Goalkeeper,3,0.043441,-2.191966,1.583,5.8216
Serbia,Aleksandar Mitrović,Strahinja Pavlović,Center Forward,Left Center Back,3,0.132216,-2.483617,4.818,4.9144
Serbia,Dušan Tadić,Saša Lukić,Right Attacking Midfield,Left Defensive Midfield,3,0.285307,-2.180512,10.0,5.8573
Serbia,Aleksandar Mitrović,Sergej Milinković-Savić,Center Forward,Left Attacking Midfield,3,0.260987,-2.2001,9.5104,5.7963
Serbia,Aleksandar Mitrović,Filip Kostić,Center Forward,Left Wing Back,3,0.180751,-2.050174,6.5866,6.2627
Serbia,Saša Lukić,Vanja Milinković Savić,Left Defensive Midfield,Goalkeeper,3,0.11884,-2.288098,4.3306,5.5226
Serbia,Dušan Vlahović,Strahinja Pavlović,Substitute,Left Center Back,3,0.031221,-2.520541,1.1377,4.7995
Serbia,Aleksandar Mitrović,Nikola Milenković,Center Forward,Right Center Back,3,0.167544,-2.369393,6.1053,5.2697
Serbia,Aleksandar Mitrović,Andrija Živković,Center Forward,Right Wing Back,3,0.048768,-2.097624,1.7771,6.1151
Serbia,Dušan Vlahović,Filip Kostić,Substitute,Left Wing Back,3,0.029815,-2.087098,1.0865,6.1478
Serbia,Andrija Živković,Vanja Milinković Savić,Right Wing Back,Goalkeeper,3,-0.005667,-2.08949,0.0,6.1404
Serbia,Filip Kostić,Vanja Milinković Savić,Left Wing Back,Goalkeeper,3,0.017958,-2.042041,0.6544,6.288
Serbia,Strahinja Pavlović,Vanja Milinković Savić,Left Center Back,Goalkeeper,3,0.294934,-2.475484,10.0,4.9397
Serbia,Dušan Tadić,Vanja Milinković Savić,Right Attacking Midfield,Goalkeeper,3,0.025328,-1.963438,0.923,6.5325
Serbia,Dušan Vlahović,Nikola Milenković,Substitute,Right Center Back,3,0.025906,-2.406317,0.944,5.1548
Serbia,Dušan Vlahović,Sergej Milinković-Savić,Substitute,Left Attacking Midfield,3,0.004197,-2.237023,0.1529,5.6815
Serbia,Aleksandar Mitrović,Milos Veljkovic,Center Forward,Center Back,3,0.031533,-2.262922,1.1491,5.6009
Serbia,Nemanja Gudelj,Sergej Milinković-Savić,Substitute,Left Attacking Midfield,3,0.056928,-2.359253,2.0745,5.3012
Serbia,Dušan Tadić,Nemanja Gudelj,Right Attacking Midfield,Substitute,3,0.056145,-2.130725,2.0459,6.0121
Serbia,Luka Jović,Sergej Milinković-Savić,Substitute,Left Attacking Midfield,3,0.012142,-2.124043,0.4424,6.0329
Serbia,Luka Jović,Strahinja Pavlović,Substitute,Left Center Back,3,0.023335,-2.407561,0.8503,5.1509
Serbia,Filip Kostić,Luka Jović,Left Wing Back,Substitute,3,0.070762,-1.974117,2.5786,6.4993
Serbia,Nemanja Gudelj,Vanja Milinković Savić,Substitute,Goalkeeper,3,0.049002,-2.23831,1.7856,5.6775
Serbia,Nemanja Gudelj,Saša Lukić,Substitute,Left Defensive Midfield,3,0.120974,-2.455384,4.4083,5.0022
Serbia,Nemanja Gudelj,Nemanja Maksimović,Substitute,Right Defensive Midfield,3,0.055381,-2.398735,2.0181,5.1784
Serbia,Nemanja Maksimović,Nikola Milenković,Right Defensive Midfield,Right Center Back,3,0.16136,-2.521684,5.88,4.7959
Serbia,Andrija Živković,Strahinja Pavlović,Right Wing Back,Left Center Back,3,0.035078,-2.49395,1.2782,4.8822
Serbia,Nemanja Maksimović,Saša Lukić,Right Defensive Midfield,Left Defensive Midfield,3,0.115963,-2.448522,4.2257,5.0235
Serbia,Andrija Živković,Nemanja Maksimović,Right Wing Back,Right Defensive Midfield,3,0.230191,-2.249915,8.3882,5.6414
Serbia,Nemanja Gudelj,Strahinja Pavlović,Substitute,Left Center Back,3,0.16885,-2.64277,6.1529,4.4193
Serbia,Dušan Tadić,Nikola Milenković,Right Attacking Midfield,Right Center Back,3,0.169924,-2.253674,6.1921,5.6297
Serbia,Nemanja Gudelj,Nikola Milenković,Substitute,Right Center Back,3,0.069261,-2.528546,2.5239,4.7746
Serbia,Luka Jović,Nikola Milenković,Substitute,Right Center Back,3,0.031486,-2.293336,1.1474,5.5063
Serbia,Dušan Tadić,Nemanja Maksimović,Right Attacking Midfield,Right Defensive Midfield,3,0.143495,-2.123863,5.229,6.0335
Serbia,Luka Jović,Saša Lukić,Substitute,Left Defensive Midfield,3,0.006411,-2.220174,0.2336,5.7339
Serbia,Dušan Tadić,Luka Jović,Right Attacking Midfield,Substitute,3,0.012664,-1.895515,0.4615,6.7438
Serbia,Nemanja Radonjić,Nikola Milenković,Right Wing Back,Right Center Back,3,0.0231,-2.379726,0.8418,5.2375
Serbia,Filip Đuričić,Nemanja Maksimović,Left Wing Back,Right Defensive Midfield,3,0.000895,-2.169931,0.0326,5.8902
Serbia,Filip Đuričić,Strahinja Pavlović,Left Wing Back,Left Center Back,3,0.001103,-2.413967,0.0402,5.131
Serbia,Nemanja Maksimović,Strahinja Pavlović,Right Defensive Midfield,Left Center Back,3,0.050377,-2.635909,1.8357,4.4406
Serbia,Luka Jović,Vanja Milinković Savić,Substitute,Goalkeeper,3,0.004506,-2.003101,0.1642,6.4091
Serbia,Nemanja Radonjić,Saša Lukić,Right Wing Back,Left Defensive Midfield,3,0.026638,-2.306564,0.9707,5.4651
Serbia,Filip Đuričić,Saša Lukić,Left Wing Back,Left Defensive Midfield,3,0.00265,-2.22658,0.0966,5.7139
Serbia,Filip Đuričić,Nemanja Gudelj,Left Wing Back,Substitute,3,-0.002721,-2.176793,0.0,5.8688
Serbia,Nemanja Radonjić,Vanja Milinković Savić,Right Wing Back,Goalkeeper,3,0.016417,-2.08949,0.5982,6.1404
Serbia,Filip Đuričić,Nemanja Radonjić,Left Wing Back,Right Wing Back,3,0.004678,-2.027973,0.1704,6.3318
Serbia,Filip Kostić,Nemanja Gudelj,Left Wing Back,Substitute,3,-0.00451,-2.209327,0.0,5.7676
Serbia,Nemanja Maksimović,Nemanja Radonjić,Right Defensive Midfield,Right Wing Back,3,0.081925,-2.249915,2.9854,5.6414
Serbia,Filip Kostić,Nemanja Radonjić,Left Wing Back,Right Wing Back,3,-0.003862,-2.060507,0.0,6.2306
Serbia,Andrija Živković,Dušan Vlahović,Right Wing Back,Substitute,3,0.194856,-2.134547,7.1006,6.0002
Serbia,Dušan Tadić,Dušan Vlahović,Right Attacking Midfield,Substitute,3,0.006001,-2.008495,0.2187,6.3924
Serbia,Aleksandar Mitrović,Luka Jović,Center Forward,Substitute,3,0.112568,-2.011234,4.102,6.3838
Serbia,Nemanja Radonjić,Strahinja Pavlović,Right Wing Back,Left Center Back,3,0.068988,-2.49395,2.5139,4.8822
Serbia,Nemanja Gudelj,Nemanja Radonjić,Substitute,Right Wing Back,3,0.024944,-2.256776,0.909,5.62
Serbia,Luka Jović,Nemanja Radonjić,Substitute,Right Wing Back,3,0.132048,-2.021567,4.8119,6.3517
Serbia,Dušan Tadić,Nemanja Radonjić,Right Attacking Midfield,Right Wing Back,3,0.165778,-1.981905,6.041,6.4751
Serbia,Aleksandar Mitrović,Darko Lazović,Center Forward,Substitute,3,0.0,-2.029668,0.0,6.3265
Serbia,Aleksandar Mitrović,Filip Mladenović,Center Forward,Substitute,3,0.001546,-2.033112,0.0564,6.3158
Serbia,Aleksandar Mitrović,Filip Đuričić,Center Forward,Left Wing Back,3,0.0,-2.01764,0.0,6.3639
Serbia,Aleksandar Mitrović,Ivan Ilić,Center Forward,Substitute,3,0.000667,-2.140654,0.0243,5.9812
Serbia,Aleksandar Mitrović,Marko Dmitrović,Center Forward,Substitute,3,0.0,-1.920131,0.0,6.6672
Serbia,Aleksandar Mitrović,Marko Grujić,Center Forward,Right Center Midfield,3,0.11233,-1.951487,4.0933,6.5697
Serbia,Aleksandar Mitrović,Nemanja Gudelj,Center Forward,Substitute,3,0.035928,-2.246444,1.3092,5.6522
Serbia,Aleksandar Mitrović,Nemanja Maksimović,Center Forward,Right Defensive Midfield,3,0.015426,-2.239582,0.5621,5.6735
Serbia,Aleksandar Mitrović,Nemanja Radonjić,Center Forward,Right Wing Back,3,0.0,-2.097624,0.0,6.1151
Serbia,Aleksandar Mitrović,Predrag Rajković,Center Forward,Substitute,3,0.0,-1.920131,0.0,6.6672
Serbia,Aleksandar Mitrović,Srđan Babić,Center Forward,Center Back,3,0.0,-2.040606,0.0,6.2925
Serbia,Aleksandar Mitrović,Stefan Mitrović,Center Forward,Left Center Back,3,-0.006333,-2.087207,0.0,6.1475
Serbia,Aleksandar Mitrović,Strahinja Eraković,Center Forward,Substitute,3,0.0,-1.920131,0.0,6.6672
Serbia,Aleksandar Mitrović,Uroš Račić,Center Forward,Substitute,3,0.0,-1.920131,0.0,6.6672
Serbia,Andrija Živković,Darko Lazović,Right Wing Back,Substitute,3,0.0,-2.040001,0.0,6.2944
Serbia,Andrija Živković,Filip Kostić,Right Wing Back,Left Wing Back,3,0.073214,-2.060507,2.6679,6.2306
Serbia,Andrija Živković,Filip Mladenović,Right Wing Back,Substitute,3,0.012667,-2.043445,0.4616,6.2836
Serbia,Andrija Živković,Filip Đuričić,Right Wing Back,Left Wing Back,3,0.0,-2.027973,0.0,6.3318
Serbia,Andrija Živković,Ivan Ilić,Right Wing Back,Substitute,3,0.0,-2.150987,0.0,5.9491
